分类名称,语言,自然表达,金额,币种,备注,日期规则,展开日期
宽带网络,zh,千兆宽带每月120元,120,CNY,千兆月费,anchor,2026-08-31
宽带网络,en,Gigabit broadband 120 yuan a month,120,CNY,Gigabit monthly fee,anchor,2026-08-31
宽带网络,zh,香港宽带合约到期续约优惠100HKD,100,HKD,续约优惠,anchor,2026-08-31
宽带网络,en,"HK broadband renewal discount after contract, 100 HKD",100,HKD,Renewal discount,anchor,2026-08-31
医疗诊疗,zh,昨天去医院挂号看病花了300元,300,CNY,门诊,rel:-1,2026-08-30
医疗诊疗,en,"Hospital registration and visit yesterday, 300 yuan",300,CNY,Outpatient visit,rel:-1,2026-08-30
医疗诊疗,zh,看牙医付了800块,800,CNY,看牙,anchor,2026-08-31
医疗诊疗,en,Paid dentist 800 bucks,800,CNY,Dental visit,anchor,2026-08-31
医疗诊疗,zh,私立医院问诊花了500HKD,500,HKD,私立问诊,anchor,2026-08-31
医疗诊疗,en,Private hospital consultation 500 HKD,500,HKD,Private clinic visit,anchor,2026-08-31
医疗诊疗,zh,体检套餐花了1200元,1200,CNY,体检,anchor,2026-08-31
医疗诊疗,en,Health checkup package 1200 yuan,1200,CNY,Health checkup,anchor,2026-08-31
医疗诊疗,zh,打针输液花了280块,280,CNY,输液,anchor,2026-08-31
医疗诊疗,en,Injection and IV treatment 280 bucks,280,CNY,IV treatment,anchor,2026-08-31
医疗诊疗,zh,眼科检查花了150元,150,CNY,眼科,anchor,2026-08-31
医疗诊疗,en,Eye exam 150 yuan,150,CNY,Eye exam,anchor,2026-08-31
医疗诊疗,zh,中医理疗花了380HKD,380,HKD,中医理疗,anchor,2026-08-31
医疗诊疗,en,TCM therapy 380 HKD,380,HKD,TCM therapy,anchor,2026-08-31
医疗诊疗,zh,产检费用花了600元,600,CNY,产检,anchor,2026-08-31
医疗诊疗,en,Prenatal checkup 600 yuan,600,CNY,Prenatal checkup,anchor,2026-08-31
医疗诊疗,zh,海外看病挂号200USD,200,USD,海外挂号,anchor,2026-08-31
医疗诊疗,en,Overseas doctor registration 200 USD,200,USD,Overseas registration,anchor,2026-08-31
医疗诊疗,zh,皮肤科就诊花了450块,450,CNY,皮肤科,anchor,2026-08-31
医疗诊疗,en,Dermatology visit 450 bucks,450,CNY,Dermatology visit,anchor,2026-08-31
医疗诊疗,zh,骨科拍X光片花了180元,180,CNY,拍片,anchor,2026-08-31
医疗诊疗,en,Orthopedic X-ray 180 yuan,180,CNY,X-ray,anchor,2026-08-31
医疗诊疗,zh,今天明天牙科洗牙都花200块,200,CNY,洗牙,"rel:0,1",2026-08-31|2026-09-01
医疗诊疗,en,"Dental cleaning today and tomorrow, 200 bucks each",200,CNY,Teeth cleaning,"rel:0,1",2026-08-31|2026-09-01
医疗诊疗,zh,香港私家医院诊金800HKD,800,HKD,私家诊金,anchor,2026-08-31
医疗诊疗,en,HK private hospital consultation fee 800 HKD,800,HKD,Private hospital fee,anchor,2026-08-31
医疗诊疗,zh,血常规检查花了50元,50,CNY,血常规,anchor,2026-08-31
医疗诊疗,en,Blood routine test 50 yuan,50,CNY,Blood test,anchor,2026-08-31
医疗诊疗,zh,心电图检查花了80块,80,CNY,心电图,anchor,2026-08-31
医疗诊疗,en,ECG test 80 bucks,80,CNY,ECG,anchor,2026-08-31
医疗诊疗,zh,妇科检查花了300元,300,CNY,妇科,anchor,2026-08-31
医疗诊疗,en,Gynecology visit 300 yuan,300,CNY,Gynecology visit,anchor,2026-08-31
医疗诊疗,zh,今天到后天针灸推拿都花120块,120,CNY,针灸推拿,span:0:2,2026-08-31|2026-09-01|2026-09-02
医疗诊疗,en,"Acupuncture and massage today through the day after tomorrow, 120 bucks each",120,CNY,Acupuncture and massage,span:0:2,2026-08-31|2026-09-01|2026-09-02
医疗诊疗,zh,香港公立医院挂号费50HKD,50,HKD,公立挂号,anchor,2026-08-31
医疗诊疗,en,HK public hospital registration fee 50 HKD,50,HKD,Public hospital fee,anchor,2026-08-31
医疗诊疗,zh,CT检查花了800元,800,CNY,CT检查,anchor,2026-08-31
医疗诊疗,en,CT scan 800 yuan,800,CNY,CT scan,anchor,2026-08-31
医疗诊疗,zh,打破伤风针花了150块,150,CNY,破伤风针,anchor,2026-08-31
医疗诊疗,en,Tetanus shot 150 bucks,150,CNY,Tetanus shot,anchor,2026-08-31
医疗诊疗,zh,耳鼻喉科检查花了200元,200,CNY,耳鼻喉,anchor,2026-08-31
医疗诊疗,en,ENT exam 200 yuan,200,CNY,ENT exam,anchor,2026-08-31
医疗诊疗,zh,拔罐刮痧花了80块,80,CNY,拔罐刮痧,anchor,2026-08-31
医疗诊疗,en,Cupping and scraping 80 bucks,80,CNY,Cupping and scraping,anchor,2026-08-31
医疗诊疗,zh,香港体检套餐1500HKD,1500,HKD,体检,anchor,2026-08-31
医疗诊疗,en,HK health checkup package 1500 HKD,1500,HKD,Health checkup,anchor,2026-08-31
医疗诊疗,zh,B超检查花了120元,120,CNY,B超,anchor,2026-08-31
医疗诊疗,en,Ultrasound 120 yuan,120,CNY,Ultrasound,anchor,2026-08-31
医疗诊疗,zh,外科缝合花了300块,300,CNY,缝合,anchor,2026-08-31
医疗诊疗,en,Surgical sutures 300 bucks,300,CNY,Sutures,anchor,2026-08-31
医疗诊疗,zh,本周三内科专家挂号费100元,100,CNY,专家号,weekday:3,2026-09-02
医疗诊疗,en,"Internal medicine specialist fee this Wednesday, 100 yuan",100,CNY,Specialist registration,weekday:3,2026-09-02
医疗诊疗,zh,艾灸调理一次90块,90,CNY,艾灸,anchor,2026-08-31
医疗诊疗,en,Moxibustion session 90 bucks,90,CNY,Moxibustion session,anchor,2026-08-31
医疗诊疗,zh,香港牙科补牙500HKD一颗,500,HKD,补牙,anchor,2026-08-31
医疗诊疗,en,HK dental filling 500 HKD per tooth,500,HKD,Dental filling,anchor,2026-08-31
医疗诊疗,zh,核磁共振检查花了1200元,1200,CNY,核磁共振,anchor,2026-08-31
医疗诊疗,en,MRI scan 1200 yuan,1200,CNY,MRI scan,anchor,2026-08-31
医疗诊疗,zh,狂犬疫苗五针400块,400,CNY,疫苗,anchor,2026-08-31
医疗诊疗,en,"Rabies vaccine course, 5 shots 400 bucks",400,CNY,Rabies vaccine,anchor,2026-08-31
医疗诊疗,zh,儿科门诊看病花了180元,180,CNY,儿科,anchor,2026-08-31
医疗诊疗,en,Pediatrics visit 180 yuan,180,CNY,Pediatrics visit,anchor,2026-08-31
医疗诊疗,zh,中药熏蒸花了150块,150,CNY,中药熏蒸,anchor,2026-08-31
医疗诊疗,en,Herbal steam therapy 150 bucks,150,CNY,Herbal steam therapy,anchor,2026-08-31
医疗诊疗,zh,8月22日香港急症室就诊180HKD,180,HKD,急症室,ymd:2026-08-22,2026-08-22
医疗诊疗,en,"HK emergency room visit on Aug 22, 180 HKD",180,HKD,Emergency room,ymd:2026-08-22,2026-08-22
医疗诊疗,zh,尿常规检查花了30元,30,CNY,尿常规,anchor,2026-08-31
医疗诊疗,en,Urinalysis 30 yuan,30,CNY,Urinalysis,anchor,2026-08-31
医疗诊疗,zh,上周每天康复治疗一次200块,200,CNY,康复,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30
医疗诊疗,en,"Rehabilitation every day last week, 200 bucks per session",200,CNY,Rehabilitation,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30
医疗诊疗,zh,呼吸科挂号花了25元,25,CNY,呼吸科,anchor,2026-08-31
医疗诊疗,en,Respiratory clinic registration 25 yuan,25,CNY,Respiratory clinic,anchor,2026-08-31
医疗诊疗,zh,小手术清创缝合花了500块,500,CNY,小手术,anchor,2026-08-31
医疗诊疗,en,Minor wound debridement and sutures 500 bucks,500,CNY,Minor surgery,anchor,2026-08-31
医疗诊疗,zh,香港专科门诊诊金600HKD,600,HKD,专科门诊,anchor,2026-08-31
医疗诊疗,en,HK specialist clinic fee 600 HKD,600,HKD,Specialist clinic,anchor,2026-08-31
医疗诊疗,zh,肝功能检查花了120元,120,CNY,肝功能,anchor,2026-08-31
医疗诊疗,en,Liver function test 120 yuan,120,CNY,Liver function test,anchor,2026-08-31
医疗诊疗,zh,腰椎牵引治疗一次80块,80,CNY,腰椎牵引,anchor,2026-08-31
医疗诊疗,en,Lumbar traction session 80 bucks,80,CNY,Lumbar traction,anchor,2026-08-31
医疗诊疗,zh,皮肤科激光治疗花了800元,800,CNY,激光治疗,anchor,2026-08-31
医疗诊疗,en,Dermatology laser treatment 800 yuan,800,CNY,Laser treatment,anchor,2026-08-31
医疗诊疗,zh,视力验光花了50块,50,CNY,验光,anchor,2026-08-31
医疗诊疗,en,Vision exam 50 bucks,50,CNY,Eye exam,anchor,2026-08-31
医疗诊疗,zh,香港中医诊症300HKD,300,HKD,中医诊症,anchor,2026-08-31
医疗诊疗,en,HK TCM consultation 300 HKD,300,HKD,TCM consultation,anchor,2026-08-31
医疗诊疗,zh,胃镜检查花了400元,400,CNY,胃镜,anchor,2026-08-31
医疗诊疗,en,Gastroscopy 400 yuan,400,CNY,Gastroscopy,anchor,2026-08-31
医疗诊疗,zh,伤口换药花了30块,30,CNY,换药,anchor,2026-08-31
医疗诊疗,en,Wound dressing change 30 bucks,30,CNY,Wound dressing,anchor,2026-08-31
医疗诊疗,zh,过敏原检测花了600元,600,CNY,过敏检测,anchor,2026-08-31
医疗诊疗,en,Allergy test 600 yuan,600,CNY,Allergy test,anchor,2026-08-31
医疗诊疗,zh,推拿按摩一小时100块,100,CNY,推拿,anchor,2026-08-31
医疗诊疗,en,Massage therapy one hour 100 bucks,100,CNY,Massage therapy,anchor,2026-08-31
医疗诊疗,zh,香港健康检查2000HKD,2000,HKD,健康检查,anchor,2026-08-31
医疗诊疗,en,HK health screening 2000 HKD,2000,HKD,Health screening,anchor,2026-08-31
医疗诊疗,zh,牙齿矫正检查花了200元,200,CNY,矫正检查,anchor,2026-08-31
医疗诊疗,en,Orthodontic checkup 200 yuan,200,CNY,Orthodontic exam,anchor,2026-08-31
医疗诊疗,zh,口腔科拍牙片花了80元,80,CNY,牙片,anchor,2026-08-31
医疗诊疗,en,Dental X-ray 80 yuan,80,CNY,Dental X-ray,anchor,2026-08-31
药品保健,zh,昨天买感冒药花了45元,45,CNY,感冒药,rel:-1,2026-08-30
药品保健,en,Bought cold medicine yesterday for 45 yuan,45,CNY,cold medicine,rel:-1,2026-08-30
药品保健,zh,囤退烧药花了120块,120,CNY,退烧药,anchor,2026-08-31
药品保健,en,Stocked up on fever reducers for 120 bucks,120,CNY,fever medicine,anchor,2026-08-31
药品保健,zh,买维生素片花了180HKD,180,HKD,维生素,anchor,2026-08-31
药品保健,en,Vitamin pills cost 180 HKD,180,HKD,vitamins,anchor,2026-08-31
药品保健,zh,买创可贴碘伏花了25元,25,CNY,外伤用品,anchor,2026-08-31
药品保健,en,Band-aids and iodine cost 25 yuan,25,CNY,wound supplies,anchor,2026-08-31
药品保健,zh,蛋白粉花了320块,320,CNY,蛋白粉,anchor,2026-08-31
药品保健,en,Protein powder was 320 bucks,320,CNY,protein powder,anchor,2026-08-31
药品保健,zh,这一周每天降压药按150元记,150,CNY,降压药,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06
药品保健,en,Log 150 yuan daily this week for blood pressure meds,150,CNY,blood pressure meds,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06
药品保健,zh,买益生菌花了260HKD,260,HKD,益生菌,anchor,2026-08-31
药品保健,en,Probiotics cost 260 HKD,260,HKD,probiotics,anchor,2026-08-31
药品保健,zh,眼药水花了68元,68,CNY,眼药水,anchor,2026-08-31
药品保健,en,Eye drops were 68 yuan,68,CNY,eye drops,anchor,2026-08-31
药品保健,zh,今天明天海外保健品都按80USD记,80,USD,保健品,"rel:0,1",2026-08-31|2026-09-01
药品保健,en,Log 80 USD today and tomorrow for overseas supplements,80,USD,supplements,"rel:0,1",2026-08-31|2026-09-01
药品保健,zh,钙片花了110块,110,CNY,钙片,anchor,2026-08-31
药品保健,en,Calcium tablets cost 110 bucks,110,CNY,calcium tablets,anchor,2026-08-31
药品保健,zh,买布洛芬花了30元,30,CNY,止痛药,anchor,2026-08-31
药品保健,en,Ibuprofen cost 30 yuan,30,CNY,pain reliever,anchor,2026-08-31
药品保健,zh,健胃消食片花了15块,15,CNY,消食片,anchor,2026-08-31
药品保健,en,Digestive tablets were 15 bucks,15,CNY,digestive tablets,anchor,2026-08-31
药品保健,zh,本周六香港买鱼肝油150HKD,150,HKD,鱼肝油,weekday:6,2026-09-05
药品保健,en,"Cod liver oil in HK this Saturday, 150 HKD",150,HKD,cod liver oil,weekday:6,2026-09-05
药品保健,zh,碘伏棉签花了10元,10,CNY,外伤用品,anchor,2026-08-31
药品保健,en,Iodine swabs cost 10 yuan,10,CNY,wound supplies,anchor,2026-08-31
药品保健,zh,氨糖软骨素花了198块,198,CNY,软骨素,anchor,2026-08-31
药品保健,en,Glucosamine supplement was 198 bucks,198,CNY,glucosamine,anchor,2026-08-31
药品保健,zh,避孕药花了45元,45,CNY,避孕药,anchor,2026-08-31
药品保健,en,Birth control pills cost 45 yuan,45,CNY,birth control,anchor,2026-08-31
药品保健,zh,褪黑素花了89块,89,CNY,褪黑素,anchor,2026-08-31
药品保健,en,Melatonin was 89 bucks,89,CNY,melatonin,anchor,2026-08-31
药品保健,zh,香港买整肠丸80HKD,80,HKD,肠胃药,anchor,2026-08-31
药品保健,en,Stomach pills in HK cost 80 HKD,80,HKD,stomach medicine,anchor,2026-08-31
药品保健,zh,8月11日感冒药口服液花了58元,58,CNY,感冒药,ymd:2026-08-11,2026-08-11
药品保健,en,Cold syrup on Aug 11 cost 58 yuan,58,CNY,cold medicine,ymd:2026-08-11,2026-08-11
药品保健,zh,护肝片花了128块,128,CNY,护肝片,anchor,2026-08-31
药品保健,en,Liver support pills were 128 bucks,128,CNY,liver supplement,anchor,2026-08-31
药品保健,zh,医用口罩一盒25元,25,CNY,口罩,anchor,2026-08-31
药品保健,en,Medical masks box cost 25 yuan,25,CNY,face masks,anchor,2026-08-31
药品保健,zh,血糖仪花了299块,299,CNY,血糖仪,anchor,2026-08-31
药品保健,en,Blood glucose meter was 299 bucks,299,CNY,glucose meter,anchor,2026-08-31
药品保健,zh,香港买维生素C100HKD,100,HKD,维生素,anchor,2026-08-31
药品保健,en,Vitamin C in HK cost 100 HKD,100,HKD,vitamins,anchor,2026-08-31
药品保健,zh,体温计花了15元,15,CNY,体温计,anchor,2026-08-31
药品保健,en,Thermometer cost 15 yuan,15,CNY,thermometer,anchor,2026-08-31
药品保健,zh,鱼油软胶囊花了168块,168,CNY,鱼油,anchor,2026-08-31
药品保健,en,Fish oil capsules were 168 bucks,168,CNY,fish oil,anchor,2026-08-31
药品保健,zh,皮炎平药膏花了22元,22,CNY,药膏,anchor,2026-08-31
药品保健,en,Skin cream cost 22 yuan,22,CNY,ointment,anchor,2026-08-31
药品保健,zh,香港买活络油68HKD,68,HKD,活络油,anchor,2026-08-31
药品保健,en,Pain relief oil in HK cost 68 HKD,68,HKD,pain relief oil,anchor,2026-08-31
药品保健,zh,止咳糖浆花了35元,35,CNY,止咳药,anchor,2026-08-31
药品保健,en,Cough syrup was 35 yuan,35,CNY,cough medicine,anchor,2026-08-31
药品保健,zh,六味地黄丸花了48块,48,CNY,中成药,anchor,2026-08-31
药品保健,en,Traditional Chinese pills cost 48 bucks,48,CNY,TCM pills,anchor,2026-08-31
药品保健,zh,血压计花了259元,259,CNY,血压计,anchor,2026-08-31
药品保健,en,Blood pressure monitor was 259 yuan,259,CNY,blood pressure monitor,anchor,2026-08-31
药品保健,zh,香港买保健品礼盒380HKD,380,HKD,礼盒,anchor,2026-08-31
药品保健,en,Health gift set in HK cost 380 HKD,380,HKD,gift set,anchor,2026-08-31
药品保健,zh,口腔溃疡散花了12元,12,CNY,口腔药,anchor,2026-08-31
药品保健,en,Mouth ulcer powder cost 12 yuan,12,CNY,mouth medicine,anchor,2026-08-31
药品保健,zh,阿胶糕花了298块,298,CNY,阿胶,anchor,2026-08-31
药品保健,en,Ejiao cake was 298 bucks,298,CNY,ejiao,anchor,2026-08-31
药品保健,zh,红霉素软膏花了8元,8,CNY,软膏,anchor,2026-08-31
药品保健,en,Erythromycin ointment cost 8 yuan,8,CNY,ointment,anchor,2026-08-31
药品保健,zh,香港买感冒灵50HKD,50,HKD,感冒药,anchor,2026-08-31
药品保健,en,Cold medicine in HK cost 50 HKD,50,HKD,cold medicine,anchor,2026-08-31
药品保健,zh,胃药奥美拉唑花了45元,45,CNY,胃药,anchor,2026-08-31
药品保健,en,Omeprazole stomach pills cost 45 yuan,45,CNY,stomach medicine,anchor,2026-08-31
药品保健,zh,叶黄素片花了79块,79,CNY,叶黄素,anchor,2026-08-31
药品保健,en,Lutein tablets were 79 bucks,79,CNY,lutein,anchor,2026-08-31
药品保健,zh,医用酒精花了10元,10,CNY,消毒,anchor,2026-08-31
药品保健,en,Medical alcohol cost 10 yuan,10,CNY,disinfectant,anchor,2026-08-31
药品保健,zh,香港买双飞人药水45HKD,45,HKD,药水,anchor,2026-08-31
药品保健,en,Double Prawn oil in HK cost 45 HKD,45,HKD,medicinal oil,anchor,2026-08-31
药品保健,zh,咽炎片花了28元,28,CNY,咽炎药,anchor,2026-08-31
药品保健,en,Sore throat tablets cost 28 yuan,28,CNY,sore throat medicine,anchor,2026-08-31
药品保健,zh,丹参滴丸花了65块,65,CNY,中成药,anchor,2026-08-31
药品保健,en,Danshen pills were 65 bucks,65,CNY,TCM pills,anchor,2026-08-31
药品保健,zh,创可贴防水型15元,15,CNY,创可贴,anchor,2026-08-31
药品保健,en,Waterproof band-aids cost 15 yuan,15,CNY,band-aids,anchor,2026-08-31
药品保健,zh,香港买补钙奶粉200HKD,200,HKD,补钙,anchor,2026-08-31
药品保健,en,Calcium milk powder in HK cost 200 HKD,200,HKD,calcium supplement,anchor,2026-08-31
药品保健,zh,抗过敏药氯雷他定花了30元,30,CNY,抗过敏,anchor,2026-08-31
药品保健,en,Loratadine allergy pills cost 30 yuan,30,CNY,allergy medicine,anchor,2026-08-31
药品保健,zh,三七粉花了128块,128,CNY,三七粉,anchor,2026-08-31
药品保健,en,Panax notoginseng powder was 128 bucks,128,CNY,notoginseng powder,anchor,2026-08-31
药品保健,zh,纱布绷带花了18元,18,CNY,纱布,anchor,2026-08-31
药品保健,en,Gauze bandages cost 18 yuan,18,CNY,gauze,anchor,2026-08-31
药品保健,zh,香港买必理痛60HKD,60,HKD,止痛药,anchor,2026-08-31
药品保健,en,Panadol in HK cost 60 HKD,60,HKD,pain reliever,anchor,2026-08-31
药品保健,zh,开塞露花了5元,5,CNY,开塞露,anchor,2026-08-31
药品保健,en,Laxative suppository cost 5 yuan,5,CNY,laxative,anchor,2026-08-31
药品保健,zh,灵芝孢子粉花了398块,398,CNY,灵芝粉,anchor,2026-08-31
药品保健,en,Reishi spore powder was 398 bucks,398,CNY,reishi powder,anchor,2026-08-31
药品保健,zh,香港买退烧药100HKD,100,HKD,退烧药,anchor,2026-08-31
药品保健,en,Fever reducers in HK cost 100 HKD,100,HKD,fever medicine,anchor,2026-08-31
教育学习,zh,昨天报英语培训班花了3000元,3000,CNY,英语班,rel:-1,2026-08-30
教育学习,en,"Signed up for English class yesterday, 3000 yuan",3000,CNY,English class,rel:-1,2026-08-30
教育学习,zh,网课报名费花了1200块,1200,CNY,网课,anchor,2026-08-31
教育学习,en,Online course enrollment was 1200 bucks,1200,CNY,online course,anchor,2026-08-31
教育学习,zh,雅思考试费花了2170HKD,2170,HKD,雅思,anchor,2026-08-31
教育学习,en,IELTS exam fee cost 2170 HKD,2170,HKD,IELTS,anchor,2026-08-31
教育学习,zh,驾照报名费花了4500元,4500,CNY,考驾照,anchor,2026-08-31
